session,prolific_id,group_id,id_in_session,round_number,contribution,choice,rt,condition,order_idx,msg_clean,msg_json,msg_html
nqdwu2n7,,GtDbHvHr,5,2,-1,,-1,-1,1,,,
nqdwu2n7,63d26e7520f76967b26cf2d7,GtDbHvHr,6,2,-1,,-1,-1,1,,,
nqdwu2n7,,AJYVheJ9,7,2,-1,,-1,-1,2,,,
nqdwu2n7,,AJYVheJ9,8,2,-1,,-1,-1,2,,,
nqdwu2n7,,TUTNaqhN,9,2,-1,,-1,-1,3,,,
nqdwu2n7,,TUTNaqhN,10,2,-1,,-1,-1,3,,,
nqdwu2n7,,PvRN7JE2,1,3,-1,,-1,-1,0,,,
nqdwu2n7,,PvRN7JE2,2,3,-1,,-1,-1,0,,,
nqdwu2n7,,LPdCekGG,3,3,4,wwf,34706,2,4,"number=1,sender=me,msg=I want to give to wwf;number=2,sender=me,msg=I want to give 4 pounds;number=3,sender=other,msg=Ok!;number=4,sender=me,msg=I will validate;number=5,sender=me,msg=Participant 2I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""me"",""msg"":""I want to give 4 pounds""},{""number"":3,""sender"":""other"",""msg"":""Ok!""},{""number"":4,""sender"":""me"",""msg"":""I will validate""},{""number"":5,""sender"":""me"",""msg"":""Participant 2I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""764891738103"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1088992288233"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 4 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""515418601454"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""492996746303"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg""><span class=""otree-chat__nickname"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div>"
nqdwu2n7,,LPdCekGG,4,3,4,wwf,39235,2,4,"number=1,sender=other,msg=I want to give to wwf;number=2,sender=other,msg=I want to give 4 pounds;number=3,sender=me,msg=Ok!;number=4,sender=other,msg=I will validate;number=5,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""other"",""msg"":""I want to give 4 pounds""},{""number"":3,""sender"":""me"",""msg"":""Ok!""},{""number"":4,""sender"":""other"",""msg"":""I will validate""},{""number"":5,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""462588422473"">Participant 1</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1353410534832"">Participant 1</span><span class=""otree-chat__body"">I want to give 4 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""358522674147"">Participant 2 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1362072323788"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""65308672878"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
nqdwu2n7,,GtDbHvHr,5,3,-1,,-1,-1,1,,,
nqdwu2n7,63d26e7520f76967b26cf2d7,GtDbHvHr,6,3,-1,,-1,-1,1,,,
nqdwu2n7,,AJYVheJ9,7,3,-1,,-1,-1,2,,,
nqdwu2n7,,AJYVheJ9,8,3,-1,,-1,-1,2,,,
nqdwu2n7,,TUTNaqhN,9,3,-1,,-1,-1,3,,,
nqdwu2n7,,TUTNaqhN,10,3,-1,,-1,-1,3,,,
c0u19pje,,EYZVDaDM,1,1,-1,,-1,-2,4,,,
c0u19pje,,EYZVDaDM,2,1,-1,,-1,-2,4,,,
c0u19pje,,FFco8gSS,3,1,0,none,11309,-2,4,"number=1,sender=me,msg=I want to give 0 pounds;number=2,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give 0 pounds""},{""number"":2,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1570839003603"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 0 pounds</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1060233390693"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
c0u19pje,,FFco8gSS,4,1,8,cancer research uk,21789,-2,4,"number=1,sender=other,msg=I want to give 0 pounds;number=2,sender=other,msg=I will validate;number=3,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give 0 pounds""},{""number"":2,""sender"":""other"",""msg"":""I will validate""},{""number"":3,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""754767739200"">Participant 1</span><span class=""otree-chat__body"">I want to give 0 pounds</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""884878158357"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""376128826564"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
c0u19pje,,BqdA6xXu,5,1,0,none,36052,-2,1,"number=1,sender=other,msg=I want to give to cancer research uk;number=2,sender=other,msg=I will validate;number=3,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""other"",""msg"":""I will validate""},{""number"":3,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""183228062960"">Participant 2</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""651362355833"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""154154752306"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
c0u19pje,,BqdA6xXu,6,1,5,alzheimer's research uk,27573,-2,1,"number=1,sender=me,msg=I want to give to cancer research uk;number=2,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""164260559153"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1052959429427"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
c0u19pje,,EYZVDaDM,1,2,-1,,-1,-1,4,,,
c0u19pje,,EYZVDaDM,2,2,-1,,-1,-1,4,,,
c0u19pje,,FFco8gSS,3,2,-1,,-1,1,4,,,
c0u19pje,,FFco8gSS,4,2,-1,,-1,1,4,,,
c0u19pje,,BqdA6xXu,5,2,-1,,-1,3,1,,,
c0u19pje,,BqdA6xXu,6,2,-1,,-1,3,1,,,
c0u19pje,,EYZVDaDM,1,3,-1,,-1,-1,4,,,
c0u19pje,,EYZVDaDM,2,3,-1,,-1,-1,4,,,
c0u19pje,,FFco8gSS,3,3,-1,,-1,-1,4,,,
c0u19pje,,FFco8gSS,4,3,-1,,-1,-1,4,,,
c0u19pje,,BqdA6xXu,5,3,-1,,-1,-1,1,,,
c0u19pje,,BqdA6xXu,6,3,-1,,-1,-1,1,,,
c0u19pje,,EYZVDaDM,1,4,-1,,-1,-1,4,,,
c0u19pje,,EYZVDaDM,2,4,-1,,-1,-1,4,,,
c0u19pje,,FFco8gSS,3,4,-1,,-1,-1,4,,,
c0u19pje,,FFco8gSS,4,4,-1,,-1,-1,4,,,
c0u19pje,,BqdA6xXu,5,4,-1,,-1,-1,1,,,
c0u19pje,,BqdA6xXu,6,4,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,1,1,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,2,1,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,1,2,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,2,2,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,1,3,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,2,3,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,1,4,-1,,-1,-1,1,,,
wfs7erb0,,7vbWFdfP,2,4,-1,,-1,-1,1,,,
dx53494e,62b1ece2c5b617926738443d,Pk7W5urN,1,1,-1,,-1,-1,2,,,
dx53494e,5c3b9758717bc300010b08dd,Pk7W5urN,2,1,-1,,-1,-1,2,,,
dx53494e,62b1ece2c5b617926738443d,Pk7W5urN,1,2,-1,,-1,-1,2,,,
dx53494e,5c3b9758717bc300010b08dd,Pk7W5urN,2,2,-1,,-1,-1,2,,,
dx53494e,62b1ece2c5b617926738443d,Pk7W5urN,1,3,-1,,-1,-1,2,,,
dx53494e,5c3b9758717bc300010b08dd,Pk7W5urN,2,3,-1,,-1,-1,2,,,
dx53494e,62b1ece2c5b617926738443d,Pk7W5urN,1,4,-1,,-1,-1,2,,,
dx53494e,5c3b9758717bc300010b08dd,Pk7W5urN,2,4,-1,,-1,-1,2,,,
mb0y5rpa,6346e85d8defa2cbe33bd265,D3zt7hiU,1,1,-1,,-1,-1,3,,,
mb0y5rpa,5ed69d3e9ef2ea0e828d06b6,D3zt7hiU,2,1,-1,,-1,-1,3,,,
mb0y5rpa,5f6217806a0f251f935ee72f,D3zt7hiU,3,1,-1,,-1,-1,3,,,
mb0y5rpa,609cd482af38301896f8a663,k4Tuh2b3,4,1,-1,,-1,-2,0,,,
mb0y5rpa,64416ffb0b2219961e4ce181,k4Tuh2b3,5,1,2,cancer research uk,47762,-2,0,"number=1,sender=other,msg=I want to give to cancer research uk;number=2,sender=me,msg=I want to give to cancer research uk;number=3,sender=me,msg=I want to give 2 pounds;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=Ok!;number=6,sender=other,msg=I will validate;number=7,sender=me,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""me"",""msg"":""I want to give to cancer research uk""},{""number"":3,""sender"":""me"",""msg"":""I want to give 2 pounds""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""Ok!""},{""number"":6,""sender"":""other"",""msg"":""I will validate""},{""number"":7,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1559874862833"">Participant 1</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""946383394723"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1601130735621"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 2 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""254798004676"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""862504589648"">Participant 2 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1685224182592"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""524768071049"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,5ed10ffbcd9b9401793b67a7,8SXfzTPp,6,1,0,none,122303,-2,0,"number=1,sender=me,msg=I want to give to none;number=2,sender=other,msg=I want to give to cancer research uk;number=3,sender=me,msg=I want to give to none;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=Ok!;number=6,sender=me,msg=I will validate;number=7,sender=other,msg=Ok!;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to none""},{""number"":2,""sender"":""other"",""msg"":""I want to give to cancer research uk""},{""number"":3,""sender"":""me"",""msg"":""I want to give to none""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""Ok!""},{""number"":6,""sender"":""me"",""msg"":""I will validate""},{""number"":7,""sender"":""other"",""msg"":""Ok!""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""917293931356"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to none</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""413197169116"">Participant 2</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""272114942202"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to none</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""886504365890"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1376833077501"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""377046527707"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1262208695625"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div>"
mb0y5rpa,6040017b80a0f41b03aeeddc,8SXfzTPp,7,1,-1,,-1,-2,0,,,
mb0y5rpa,5db812b79aff4a000bb120d1,D3zt7hiU,8,1,-1,,-1,-1,3,,,
mb0y5rpa,63ea47e9fbfdb84dcc5acdac,Qp8iQHEi,9,1,5,cancer research uk,56929,-2,3,"number=1,sender=other,msg=I want to give to cancer research uk;number=2,sender=me,msg=I want to give 5 pounds;number=3,sender=me,msg=I want to give to cancer research uk;number=4,sender=other,msg=I want to give 5 pounds;number=5,sender=me,msg=Ok!;number=6,sender=me,msg=I will validate;number=7,sender=other,msg=Ok!;number=8,sender=other,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""me"",""msg"":""I want to give 5 pounds""},{""number"":3,""sender"":""me"",""msg"":""I want to give to cancer research uk""},{""number"":4,""sender"":""other"",""msg"":""I want to give 5 pounds""},{""number"":5,""sender"":""me"",""msg"":""Ok!""},{""number"":6,""sender"":""me"",""msg"":""I will validate""},{""number"":7,""sender"":""other"",""msg"":""Ok!""},{""number"":8,""sender"":""other"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1632892717469"">Participant 2</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""853979173336"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1235594151886"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1487681061924"">Participant 2</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1531532955651"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""396663659573"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""55385640567"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""689667853980"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,5e5843f3677ae4053b1a0169,Qp8iQHEi,10,1,5,cancer research uk,52521,-2,3,"number=1,sender=me,msg=I want to give to cancer research uk;number=2,sender=other,msg=I want to give 5 pounds;number=3,sender=other,msg=I want to give to cancer research uk;number=4,sender=me,msg=I want to give 5 pounds;number=5,sender=other,msg=Ok!;number=6,sender=other,msg=I will validate;number=7,sender=me,msg=Ok!;number=8,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""other"",""msg"":""I want to give 5 pounds""},{""number"":3,""sender"":""other"",""msg"":""I want to give to cancer research uk""},{""number"":4,""sender"":""me"",""msg"":""I want to give 5 pounds""},{""number"":5,""sender"":""other"",""msg"":""Ok!""},{""number"":6,""sender"":""other"",""msg"":""I will validate""},{""number"":7,""sender"":""me"",""msg"":""Ok!""},{""number"":8,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""657585081943"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""351277872060"">Participant 1</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""264005311241"">Participant 1</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1217440297388"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""271430978093"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1505233073196"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1155329114772"">Participant 2 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""365042980823"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,5d7f74ddbf31f40001151d5e,RSFgH7Py,11,1,9,cancer research uk,94302,-2,4,"number=1,sender=me,msg=I want to give to cancer research uk;number=2,sender=me,msg=I want to give 9 pounds;number=3,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to cancer research uk""},{""number"":2,""sender"":""me"",""msg"":""I want to give 9 pounds""},{""number"":3,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1580376736558"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to cancer research uk</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""400864724606"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give 9 pounds</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""669019856441"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,63ea52b8342eff8b95ef0f95,RSFgH7Py,12,1,-1,,-1,-2,4,,,
mb0y5rpa,6346e85d8defa2cbe33bd265,D3zt7hiU,1,2,-1,,-1,-1,3,,,
mb0y5rpa,5ed69d3e9ef2ea0e828d06b6,D3zt7hiU,2,2,-1,,-1,-1,3,,,
mb0y5rpa,5f6217806a0f251f935ee72f,D3zt7hiU,3,2,-1,,-1,-1,3,,,
mb0y5rpa,609cd482af38301896f8a663,k4Tuh2b3,4,2,2,wwf,45027,2,0,"number=1,sender=other,msg=I want to give to wwf;number=2,sender=me,msg=Ok!;number=3,sender=me,msg=I want to give 2 pounds;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=I will validate;number=6,sender=other,msg=I will validate;","[{""number"":1,""sender"":""other"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""me"",""msg"":""Ok!""},{""number"":3,""sender"":""me"",""msg"":""I want to give 2 pounds""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""I will validate""},{""number"":6,""sender"":""other"",""msg"":""I will validate""}]","<div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""7596000605"">Participant 2</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1260659044949"">Participant 1 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1111300898937"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 2 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""282086737443"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""171450087577"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""585151718912"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,64416ffb0b2219961e4ce181,k4Tuh2b3,5,2,2,wwf,42096,2,0,"number=1,sender=me,msg=I want to give to wwf;number=2,sender=other,msg=Ok!;number=3,sender=other,msg=I want to give 2 pounds;number=4,sender=me,msg=Ok!;number=5,sender=other,msg=I will validate;number=6,sender=me,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to wwf""},{""number"":2,""sender"":""other"",""msg"":""Ok!""},{""number"":3,""sender"":""other"",""msg"":""I want to give 2 pounds""},{""number"":4,""sender"":""me"",""msg"":""Ok!""},{""number"":5,""sender"":""other"",""msg"":""I will validate""},{""number"":6,""sender"":""me"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""188760294975"">Participant 2 (Me)</span><span class=""otree-chat__body"">I want to give to wwf</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""845074702104"">Participant 1</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1409252211568"">Participant 1</span><span class=""otree-chat__body"">I want to give 2 pounds</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""1049990035937"">Participant 2 (Me)</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""861841535824"">Participant 1</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""372951430108"">Participant 2 (Me)</span><span class=""otree-chat__body"">I will validate</span></div>"
mb0y5rpa,5ed10ffbcd9b9401793b67a7,8SXfzTPp,6,2,-1,,-1,-1,0,,,
mb0y5rpa,6040017b80a0f41b03aeeddc,8SXfzTPp,7,2,-1,,-1,-1,0,,,
mb0y5rpa,5db812b79aff4a000bb120d1,D3zt7hiU,8,2,-1,,-1,-1,3,,,
mb0y5rpa,63ea47e9fbfdb84dcc5acdac,Qp8iQHEi,9,2,5,the nature conservancy,79424,3,3,"number=1,sender=me,msg=I want to give to the nature conservancy;number=2,sender=other,msg=Ok!;number=3,sender=me,msg=I want to give 5 pounds;number=4,sender=other,msg=Ok!;number=5,sender=me,msg=I will validate;number=6,sender=other,msg=I will validate;","[{""number"":1,""sender"":""me"",""msg"":""I want to give to the nature conservancy""},{""number"":2,""sender"":""other"",""msg"":""Ok!""},{""number"":3,""sender"":""me"",""msg"":""I want to give 5 pounds""},{""number"":4,""sender"":""other"",""msg"":""Ok!""},{""number"":5,""sender"":""me"",""msg"":""I will validate""},{""number"":6,""sender"":""other"",""msg"":""I will validate""}]","<div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""677471795363"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give to the nature conservancy</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""243992529397"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""736544322009"">Participant 1 (Me)</span><span class=""otree-chat__body"">I want to give 5 pounds</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""781743002070"">Participant 2</span><span class=""otree-chat__body"">Ok!</span></div><div class=""otree-chat__msg stamp-me"" style=""display: block;""><span class=""otree-chat__nickname"" id=""773175689518"">Participant 1 (Me)</span><span class=""otree-chat__body"">I will validate</span></div><div class=""otree-chat__msg-other stamp-other"" style=""display: block;""><span class=""otree-chat__nickname"" id=""55139006350"">Participant 2</span><span class=""otree-chat__body"">I will validate</span></div>"
